Letter,Thumb,Index,Middle,Ring,Pinky,IndexTouch,MiddleTouch,ThumbTouch
A,0.425,0.139,0.206,0.237,0.131,1,1,0
A,0.412,0.151,0.222,0.250,0.132,1,1,0
A,0.448,0.151,0.222,0.247,0.144,0,1,0
A,0.464,0.152,0.223,0.246,0.144,1,1,0
A,0.456,0.142,0.219,0.253,0.144,1,1,0
A,0.444,0.153,0.235,0.259,0.155,0,1,0
A,0.428,0.152,0.235,0.258,0.152,1,1,0
A,0.425,0.157,0.252,0.260,0.155,1,1,0
A,0.433,0.147,0.245,0.259,0.150,1,1,0
A,0.434,0.147,0.241,0.258,0.156,1,1,0
A,0.468,0.138,0.232,0.251,0.142,1,1,0
A,0.465,0.141,0.234,0.255,0.163,1,1,0
A,0.451,0.140,0.228,0.254,0.138,1,1,0
A,0.486,0.140,0.205,0.245,0.151,1,1,0
A,0.441,0.139,0.210,0.245,0.136,1,1,0
A,0.447,0.150,0.235,0.255,0.153,0,1,0
A,0.464,0.159,0.227,0.254,0.156,1,1,0
A,0.426,0.155,0.223,0.262,0.144,1,1,0
A,0.464,0.147,0.211,0.244,0.155,1,1,0
A,0.450,0.150,0.232,0.262,0.170,0,1,0
A,0.451,0.156,0.231,0.256,0.157,1,1,0
A,0.400,0.150,0.230,0.266,0.160,0,0,0
A,0.455,0.151,0.226,0.260,0.168,0,0,0
A,0.460,0.146,0.232,0.255,0.152,0,1,0
A,0.425,0.169,0.280,0.274,0.154,1,1,0
A,0.451,0.168,0.260,0.257,0.168,1,1,0
A,0.423,0.156,0.250,0.265,0.163,1,0,0
A,0.430,0.142,0.218,0.240,0.156,0,0,0
A,0.448,0.154,0.240,0.248,0.179,1,0,0
A,0.447,0.147,0.226,0.256,0.143,1,0,0
A,0.446,0.153,0.247,0.265,0.148,1,0,0
A,0.459,0.150,0.210,0.246,0.156,1,0,0
A,0.441,0.168,0.258,0.252,0.169,1,1,0
A,0.467,0.143,0.220,0.247,0.155,1,1,0
A,0.464,0.154,0.255,0.259,0.156,1,1,0
A,0.405,0.151,0.224,0.251,0.156,1,1,0
A,0.451,0.154,0.255,0.258,0.156,1,1,0
A,0.442,0.166,0.262,0.265,0.165,1,1,0
A,0.412,0.147,0.240,0.258,0.168,0,1,0
A,0.421,0.162,0.264,0.265,0.183,0,1,0
A,0.347,0.131,0.246,0.258,0.181,1,1,0
A,0.471,0.157,0.266,0.269,0.165,1,1,0
A,0.473,0.161,0.271,0.272,0.159,1,1,0
A,0.470,0.164,0.272,0.273,0.162,1,1,0
A,0.461,0.166,0.273,0.272,0.156,1,1,0
A,0.466,0.169,0.271,0.267,0.155,1,1,0
A,0.454,0.178,0.279,0.267,0.164,1,1,0
A,0.412,0.179,0.280,0.271,0.156,0,1,0
A,0.385,0.182,0.293,0.270,0.160,0,0,0
A,0.424,0.157,0.247,0.258,0.149,1,1,0
A,0.442,0.157,0.255,0.259,0.156,1,1,0
A,0.433,0.165,0.258,0.266,0.165,0,0,0
A,0.412,0.164,0.263,0.271,0.154,1,1,0
A,0.421,0.168,0.271,0.276,0.156,1,1,0
A,0.403,0.168,0.271,0.275,0.156,1,1,0
A,0.432,0.183,0.285,0.273,0.167,1,0,0
A,0.446,0.189,0.282,0.286,0.168,0,0,0
A,0.443,0.189,0.280,0.276,0.168,0,1,0
A,0.473,0.156,0.238,0.271,0.152,0,1,0
A,0.462,0.166,0.245,0.284,0.160,0,0,0
A,0.461,0.165,0.251,0.275,0.159,0,0,0
A,0.450,0.171,0.265,0.284,0.160,0,0,0
A,0.446,0.179,0.264,0.276,0.152,1,1,0
A,0.409,0.178,0.265,0.280,0.174,0,0,0
A,0.387,0.181,0.271,0.281,0.174,0,0,0
A,0.434,0.173,0.245,0.293,0.166,0,0,0
A,0.434,0.168,0.255,0.281,0.158,1,1,0
A,0.412,0.168,0.204,0.249,0.135,1,1,0
A,0.404,0.155,0.234,0.270,0.157,1,0,0
